datapoint_id	word	sense	metaphor	pos	definition
random.102	plait	pleat.n.01	0	noun	[pleat; plait] any of various types of fold formed by doubling fabric back upon itself and then pressing or stitching into shape ()
random.103	plait	braid.v.01	0	verb	[braid; lace; plait] make by braiding or interlacing (lace a tablecloth)
random.104	plait	plait.v.02	0	verb	[plait] weave into plaits (plait hair)
random.105	knifelike	knifelike.s.01	0	adj	[knifelike] cutting or able to cut as if with a knife ()
random.106	knifelike	acute.s.03	1	adj	[acute; discriminating; incisive; keen; knifelike; penetrating; penetrative; piercing; sharp] having or demonstrating ability to recognize or draw fine distinctions (an acute observer of politics and politicians | incisive comments | icy knifelike reasoning | as sharp and incisive as the stroke of a fang | penetrating insight | frequent penetrative observations)
random.107	knifelike	cutting.s.03	1	adj	[cutting; keen; knifelike; piercing; stabbing; lancinate; lancinating] painful as if caused by a sharp instrument (a cutting wind | keen winds | knifelike cold | piercing knifelike pains | piercing cold | piercing criticism | a stabbing pain | lancinating pain)
random.108	knifelike	knifelike.s.04	1	adj	[knifelike] having a sharp or distinct edge (a narrow knifelike profile)
random.109	get_around	break.v.46	1	verb	[break; get_out; get_around] be released or become known; of news (News of her death broke in the morning)
random.110	get_around	bypass.v.01	1	verb	[bypass; short-circuit; go_around; get_around] avoid something unpleasant or laborious (You cannot bypass these rules!)
random.111	get_around	swing.v.11	1	verb	[swing; get_around] be a social swinger; socialize a lot ()
random.112	get_around	get_around.v.04	0	verb	[get_around; get_about] move around; move from place to place (How does she get around without a car?)
random.113	tare	tare.n.01	0	noun	[tare] an adjustment made for the weight of the packaging in order to determine the net weight of the goods ()
random.114	tare	tare.n.02	0	noun	[tare] any of several weedy vetches grown for forage ()
random.115	tare	darnel.n.01	0	noun	[darnel; tare; bearded_darnel; cheat; Lolium_temulentum] weedy annual grass often occurs in grainfields and other cultivated land; seeds sometimes considered poisonous ()
random.116	tare	tare.n.04	0	noun	[tare] the weight of a motor vehicle, railroad car, or aircraft without its fuel or cargo ()
random.117	tare	tare.n.05	0	noun	[tare] (chemical analysis) a counterweight used in chemical analysis; consists of an empty container that counterbalances the weight of the container holding chemicals ()
random.118	mew	meow.n.01	0	noun	[meow; mew; miaou; miaow; miaul] the sound made by a cat (or any sound resembling this) ()
random.119	mew	mew.n.02	0	noun	[mew; mew_gull; sea_mew; Larus_canus] the common gull of Eurasia and northeastern North America ()
random.120	mew	meow.v.01	0	verb	[meow; mew] cry like a cat (the cat meowed)
random.121	mew	mew.v.02	0	verb	[mew] utter a high-pitched cry, as of seagulls ()
random.122	caudal	caudal.a.01	0	adj	[caudal] constituting or relating to a tail (caudal appendage)
random.123	caudal	caudal.s.02	0	adj	[caudal; taillike] resembling a tail ()
random.124	caudal	caudal.s.03	1	adj	[caudal] situated in or directed toward the part of the body from which the tail arises (caudal fins | the caudal end of the body)
random.125	caudal	caudally.r.01	1	adv	[caudally; caudal] toward the posterior end of the body ()
random.126	confederate	confederate.n.02	0	noun	[confederate; collaborator; henchman; partner_in_crime] someone who assists in a plot ()
random.127	confederate	accomplice.n.01	0	noun	[accomplice; confederate] a person who joins with another in carrying out some plan (especially an unethical or illegal plan) ()
random.128	confederate	band_together.v.01	0	verb	[band_together; confederate] form a group or unite (The groups banded together)
random.129	confederate	confederate.v.02	0	verb	[confederate] form a confederation with; of nations ()
random.130	confederate	allied.s.04	0	adj	[allied; confederate; confederative] united in a confederacy or league ()
random.131	shrivelled	shrivel.v.01	0	verb	[shrivel; shrivel_up; shrink; wither] wither, as with a loss of moisture (The fruit dried and shriveled)
random.132	shrivelled	shrink.v.05	1	verb	[shrink; shrivel] decrease in size, range, or extent (His earnings shrank | My courage shrivelled when I saw the task before me)
random.133	shrivelled	dried-up.s.01	0	adj	[dried-up; sere; sear; shriveled; shrivelled; withered] (used especially of vegetation) having lost all moisture (dried-up grass | the desert was edged with sere vegetation | shriveled leaves on the unwatered seedlings | withered vines)
random.134	shrivelled	shriveled.s.02	1	adj	[shriveled; shrivelled; shrunken; withered; wizen; wizened] lean and wrinkled by shrinkage as from age or illness; ; ; ; -W.F.Starkie (the old woman's shriveled skin | he looked shriveled and ill | a shrunken old man | a lanky scarecrow of a man with withered face and lantern jaws | he did well despite his withered arm | a wizened little man with frizzy grey hair)
random.135	shrivelled	shriveled.s.03	1	adj	[shriveled; shrivelled; shrunken] reduced in efficacy or vitality or intensity (our shriveled receipts during the storm | as the project wore on she found her enthusiasm shriveled | the dollar's shrunken buying power)
random.136	broad_bean	broad_bean.n.01	0	noun	[broad_bean; fava_bean; horsebean] seed of the broad-bean plant ()
random.137	broad_bean	broad_bean.n.02	0	noun	[broad_bean; broad-bean; broad-bean_plant; English_bean; European_bean; field_bean; Vicia_faba] Old World upright plant grown especially for its large flat edible seeds but also as fodder ()
random.138	broad_bean	broad_bean.n.03	0	noun	[broad_bean; horse_bean] a bean plant cultivated for use animal fodder ()
random.139	broad_bean	fava_bean.n.02	0	noun	[fava_bean; broad_bean] shell beans cooked as lima beans ()
random.140	ruby	ruby.n.01	0	noun	[ruby] a transparent piece of ruby that has been cut and polished and is valued as a precious gem ()
random.141	ruby	ruby.n.02	0	noun	[ruby] a transparent deep red variety of corundum; used as a gemstone and in lasers ()
random.142	ruby	crimson.n.01	1	noun	[crimson; ruby; deep_red] a deep and vivid red color ()
random.143	ruby	red.s.01	1	adj	[red; reddish; ruddy; blood-red; carmine; cerise; cherry; cherry-red; crimson; ruby; ruby-red; scarlet] of a color at the end of the color spectrum (next to orange); resembling the color of blood or cherries or tomatoes or rubies ()
random.144	gauntlet	gauntlet.n.01	1	noun	[gauntlet; gantlet] to offer or accept a challenge (threw down the gauntlet | took up the gauntlet)
random.145	gauntlet	gauntlet.n.02	0	noun	[gauntlet; gantlet; metal_glove] a glove of armored leather; protects the hand ()
random.146	gauntlet	gauntlet.n.03	0	noun	[gauntlet; gantlet] a glove with long sleeve ()
random.147	gauntlet	gauntlet.n.04	0	noun	[gauntlet; gantlet] a form of punishment in which a person is forced to run between two lines of men facing each other and armed with clubs or whips to beat the victim ()
random.148	keel	keel.n.01	1	noun	[keel] a projection or ridge that suggests a keel ()
random.149	keel	keel.n.02	1	noun	[keel] the median ridge on the breastbone of birds that fly ()
random.150	keel	keel.n.03	0	noun	[keel] one of the main longitudinal beams (or plates) of the hull of a vessel; can extend vertically into the water to provide lateral stability ()
random.151	keel	stagger.v.01	1	verb	[stagger; reel; keel; lurch; swag; careen] walk as if unable to control one's movements (The drunken man staggered into the room)
random.152	parceling	allotment.n.02	1	noun	[allotment; apportionment; apportioning; allocation; parceling; parcelling; assignation] the act of distributing by allotting or apportioning; distribution according to a plan (the apportionment of seats in the House of Representatives is based on the relative population of each state)
random.153	parceling	parcel.v.01	1	verb	[parcel] divide into parts (The developers parceled the land)
random.154	parceling	parcel.v.02	0	verb	[parcel] cover with strips of canvas (parcel rope)
random.155	parceling	parcel.v.03	0	verb	[parcel] make into a wrapped container ()
random.156	tinseled	tinsel.v.01	1	verb	[tinsel] impart a cheap brightness to (his tinseled image of Hollywood)
random.157	tinseled	tinsel.v.02	0	verb	[tinsel] adorn with tinsel (snow flakes tinseled the trees)
random.158	tinseled	tinsel.v.03	0	verb	[tinsel] interweave with tinsel (tinseled velvet)
random.159	tinseled	clinquant.s.01	0	adj	[clinquant; tinseled; tinselly] glittering with gold or silver ()
random.160	conserve	conserve.n.01	0	noun	[conserve; preserve; conserves; preserves] fruit preserved by cooking with sugar ()
random.161	conserve	conserve.v.01	1	verb	[conserve] keep constant through physical or chemical reactions or evolutionary change (Energy is conserved in this process)
random.162	conserve	conserve.v.02	1	verb	[conserve; preserve; maintain; keep_up] keep in safety and protect from harm, decay, loss, or destruction (We preserve these archeological findings | The old lady could not keep up the building | children must be taught to conserve our national heritage | The museum curator conserved the ancient manuscripts)
random.163	conserve	conserve.v.03	1	verb	[conserve; husband; economize; economise] use cautiously and frugally (I try to economize my spare time | conserve your energy for the ascent to the summit)
random.164	conserve	conserve.v.04	0	verb	[conserve] preserve with sugar (Mom always conserved the strawberries we grew in the backyard)
random.165	etiolate	etiolate.v.01	1	verb	[etiolate] make weak by stunting the growth or development of ()
random.166	etiolate	etiolate.v.02	0	verb	[etiolate] bleach and alter the natural development of (a green plant) by excluding sunlight ()
random.167	etiolate	etiolate.v.03	1	verb	[etiolate] make pale or sickly (alcohol etiolates your skin)
random.168	etiolate	etiolate.s.01	0	adj	[etiolate; etiolated; blanched] (especially of plants) developed without chlorophyll by being deprived of light (etiolated celery)
random.169	snappy	snappish.s.01	1	adj	[snappish; snappy] apt to speak irritably (a snappish tone of voice)
random.170	snappy	snappy.s.02	1	adj	[snappy; whipping] smart and fashionable (snappy conversation | some sharp and whipping lines)
random.171	snappy	crisp.s.03	1	adj	[crisp; frosty; nipping; nippy; snappy] pleasantly cold and invigorating (crisp clear nights and frosty mornings | a nipping wind | a nippy fall day | snappy weather)
random.172	snappy	dapper.s.01	1	adj	[dapper; dashing; jaunty; natty; raffish; rakish; spiffy; snappy; spruce] marked by up-to-dateness in dress and manners (a dapper young man | a jaunty red hat)
random.173	snappy	alert.s.02	1	adj	[alert; brisk; lively; merry; rattling; snappy; spanking; zippy] quick and energetic (a brisk walk in the park | a lively gait | a merry chase | traveling at a rattling rate | a snappy pace | a spanking breeze)
random.174	exalt	laud.v.01	1	verb	[laud; extol; exalt; glorify; proclaim] praise, glorify, or honor (extol the virtues of one's children | glorify one's spouse's cooking)
random.175	exalt	exhilarate.v.01	1	verb	[exhilarate; tickle_pink; inebriate; thrill; exalt; beatify] fill with sublime emotion (The children were thrilled at the prospect of going to the movies | He was inebriated by his phenomenal success)
random.176	exalt	inspire.v.01	1	verb	[inspire; animate; invigorate; enliven; exalt] heighten or intensify (These paintings exalt the imagination)
random.177	exalt	exalt.v.04	0	verb	[exalt] raise in rank, character, or status (exalted the humble shoemaker to the rank of King's adviser)
random.178	pining	pining.n.01	0	noun	[pining] a feeling of deep longing ()
random.179	pining	ache.v.02	0	verb	[ache; yearn; yen; pine; languish] have a desire for something or someone who is not present (She ached for a cigarette | I am pining for my lover)
random.180	pining	trap.v.04	0	verb	[trap; pin; immobilize; immobilise] to hold fast or prevent from moving (The child was pinned under the fallen tree)
random.181	pining	pin.v.02	0	verb	[pin] attach or fasten with pins or as if with pins; . (pin the needle to the shirt | pin the blame on the innocent man)
random.182	pining	pin.v.03	0	verb	[pin] pierce with a pin (pin down the butterfly)
random.183	pining	pin.v.04	0	verb	[pin] immobilize a piece ()
random.184	shoal	shoal.n.01	0	noun	[shoal] a sandbank in a stretch of water that is visible at low tide ()
random.185	shoal	shoal.n.02	0	noun	[shoal; shallow] a stretch of shallow water ()
random.186	shoal	school.n.07	0	noun	[school; shoal] a large group of fish (a school of small glittering fish swam by)
random.187	shoal	shallow.v.01	0	verb	[shallow; shoal] make shallow (The silt shallowed the canal)
random.188	shoal	shallow.v.02	0	verb	[shallow; shoal] become shallow (the lake shallowed over time)
random.189	dab	tap.n.08	0	noun	[tap; pat; dab] a light touch or stroke ()
random.190	dab	dab.n.02	0	noun	[dab; splash; splatter] a small quantity of something moist or liquid (a dab of paint | a splatter of mud | just a splash of whiskey)
random.191	dab	dab.v.01	0	verb	[dab; swab; swob] apply (usually a liquid) to a surface (dab the wall with paint)
random.192	dab	dab.v.02	0	verb	[dab; pat] hit lightly (pat him on the shoulder)
random.193	abnormality	abnormality.n.01	0	noun	[abnormality; abnormalcy] an abnormal physical condition resulting from defective genes or developmental deficiencies ()
random.194	abnormality	abnormality.n.02	0	noun	[abnormality; mental_defectiveness] retardation sufficient to fall outside the normal range of intelligence ()
random.195	abnormality	abnormality.n.03	0	noun	[abnormality; freakishness] marked strangeness as a consequence of being abnormal ()
random.196	abnormality	abnormality.n.04	0	noun	[abnormality; irregularity] behavior that breaches the rule or etiquette or custom or morality ()
random.197	ruddles	common_marigold.n.01	0	noun	[common_marigold; pot_marigold; ruddles; Scotch_marigold; Calendula_officinalis] the common European annual marigold ()
random.198	ruddles	ruddle.n.01	0	noun	[ruddle; reddle; raddle] a red iron ore used in dyeing and marking ()
random.199	ruddles	raddle.v.01	0	verb	[raddle; ruddle] twist or braid together, interlace ()
random.200	ruddles	ruddle.v.02	1	verb	[ruddle] redden as if with a red ocher color ()
random.201	fixation	arrested_development.n.01	1	noun	[arrested_development; fixation; infantile_fixation; regression] an abnormal state in which development has stopped prematurely ()
random.202	fixation	obsession.n.02	1	noun	[obsession; fixation] an unhealthy and compulsive preoccupation with something or someone ()
random.203	fixation	fixation.n.03	0	noun	[fixation] the activity of fastening something firmly in position ()
random.204	fixation	fixation.n.04	1	noun	[fixation; fixing] (histology) the preservation and hardening of a tissue sample to retain as nearly as possible the same relations they had in the living body ()
random.205	ciliate	ciliate.n.01	1	noun	[ciliate; ciliated_protozoan; ciliophoran] a protozoan with a microscopic appendage extending from the surface of the cell ()
random.206	ciliate	ciliary.a.02	1	adj	[ciliary; ciliate; cilial] of or relating to cilia projecting from the surface of a cell ()
random.207	ciliate	ciliary.a.03	0	adj	[ciliary; ciliate] of or relating to the human eyelash ()
random.208	ciliate	ciliate.s.03	0	adj	[ciliate; ciliated] having a margin or fringe of hairlike projections ()
random.209	moderating	moderate.v.01	1	verb	[moderate; chair; lead] preside over (John moderated the discussion)
random.210	moderating	moderate.v.02	0	verb	[moderate] make less fast or intense (moderate your speed)
random.211	moderating	control.v.02	0	verb	[control; hold_in; hold; contain; check; curb; moderate] lessen the intensity of; temper; hold in restraint; hold or keep within limits (moderate your alcohol intake | hold your tongue | hold your temper | control your anger)
random.212	moderating	mince.v.01	0	verb	[mince; soften; moderate] make less severe or harsh (He moderated his tone when the students burst out in tears)
random.213	moderating	tone_down.v.02	0	verb	[tone_down; moderate; tame] make less strong or intense; soften (Tone down that aggressive letter | The author finally tamed some of his potentially offensive statements)
random.214	moderating	chasten.v.02	0	verb	[chasten; moderate; temper] restrain ()
random.215	moderating	moderating.a.01	0	adj	[moderating] lessening in intensity or strength ()
random.216	immersion	submergence.n.01	0	noun	[submergence; submerging; submersion; immersion] sinking until covered completely with water ()
random.217	immersion	ingress.n.01	1	noun	[ingress; immersion] (astronomy) the disappearance of a celestial body prior to an eclipse ()
random.218	immersion	concentration.n.05	1	noun	[concentration; engrossment; absorption; immersion] complete attention; intense mental effort ()
random.219	immersion	immersion.n.04	0	noun	[immersion] a form of baptism in which part or all of a person's body is submerged ()
random.220	immersion	submersion.n.02	0	noun	[submersion; immersion; ducking; dousing] the act of wetting something by submerging it ()
random.221	threshing	threshing.n.01	0	noun	[threshing] the separation of grain or seeds from the husks and straw (they used to do the threshing by hand but now there are machines to do it)
random.222	threshing	convulse.v.03	0	verb	[convulse; thresh; thresh_about; thrash; thrash_about; slash; toss; jactitate] move or stir about violently (The feverish patient thrashed around in his bed)
random.223	threshing	flail.v.02	1	verb	[flail; thresh] move like a flail; thresh about (Her arms were flailing)
random.224	threshing	thrash.v.06	0	verb	[thrash; thresh] beat the seeds out of a grain ()
random.225	threshing	thrash.v.01	0	verb	[thrash; thresh; lam; flail] give a thrashing to; beat hard ()
random.226	exacting	demand.v.03	0	verb	[demand; exact] claim as due or just (The bank demanded payment of the loan)
random.227	exacting	claim.v.05	0	verb	[claim; take; exact] take as an undesirable consequence of some event or state of affairs (the accident claimed three lives | The hard work took its toll on her)
random.228	exacting	fastidious.a.02	0	adj	[fastidious; exacting] having complicated nutritional requirements; especially growing only in special artificial cultures (fastidious microorganisms | certain highly specialized xerophytes are extremely exacting in their requirements)
