datapoint_id	word	sense	metaphor	pos	definition
selected.125	clings	cling.n.01	1	noun	[cling; clingstone] fruit (especially peach) whose flesh adheres strongly to the pit ()
selected.126	clings	cling.v.01	1	verb	[cling; cleave; adhere; stick; cohere] come or be in close contact with; stick or hold together and resist separation (The dress clings to her body | The label stuck to the box | The sushi rice grains cohere)
selected.127	clings	cling.v.02	1	verb	[cling] to remain emotionally or intellectually attached (He clings to the idea that she might still love him.)
selected.128	clings	cling.v.03	0	verb	[cling; hang] hold on tightly or tenaciously (hang on to your father's hands | The child clung to his mother's apron)
selected.129	constructed	construct.v.01	0	verb	[construct; build; make] make by combining materials and parts (this little pig made his house out of straw | Some eccentric constructed an electric brassiere warmer)
selected.130	constructed	manufacture.v.01	0	verb	[manufacture; fabricate; construct] put together out of artificial or natural components or parts; ; ; He manufactured a popular cereal\" (the company fabricates plastic chairs | They manufacture small toys)
selected.131	constructed	construct.v.03	1	verb	[construct] draw with suitable instruments and under specified conditions (construct an equilateral triangle)
selected.132	constructed	construct.v.04	1	verb	[construct] create by linking linguistic units (construct a sentence | construct a paragraph)
selected.133	constructed	construct.v.05	1	verb	[construct] create by organizing and linking ideas, arguments, or concepts (construct a proof | construct an argument)
selected.134	constructed	reconstruct.v.01	1	verb	[reconstruct; construct; retrace] reassemble mentally (reconstruct the events of 20 years ago)
selected.135	cost	cost.n.01	0	noun	[cost] the total spent for goods or services including money and time and labor ()
selected.136	cost	monetary_value.n.01	0	noun	[monetary_value; price; cost] the property of having material worth (often indicated by the amount of money something would bring if sold) (the fluctuating monetary value of gold and silver | he puts a high price on his services | he couldn't calculate the cost of the collection)
selected.137	cost	price.n.03	1	noun	[price; cost; toll] value measured by what must be given or done or undergone to obtain something (the cost in human life was enormous | the price of success is hard work | what price glory?)
selected.138	cost	cost.v.01	0	verb	[cost; be] be priced at (These shoes cost $100)
selected.139	cost	cost.v.02	1	verb	[cost] require to lose, suffer, or sacrifice (This mistake cost him his job)
selected.140	crazy	crazy.n.01	0	noun	[crazy; loony; looney; nutcase; weirdo] someone deranged and possibly dangerous ()
selected.141	crazy	brainsick.s.01	0	adj	[brainsick; crazy; demented; disturbed; mad; sick; unbalanced; unhinged] affected with madness or insanity (a man who had gone mad)
selected.142	crazy	crazy.s.02	1	adj	[crazy; half-baked; screwball; softheaded] foolish; totally unsound (a crazy scheme | half-baked ideas | a screwball proposal without a prayer of working)
selected.143	crazy	crazy.s.03	1	adj	[crazy] possessed by inordinate excitement (the crowd went crazy | was crazy to try his new bicycle)
selected.144	crazy	crazy.s.04	1	adj	[crazy] bizarre or fantastic (had a crazy dream | wore a crazy hat)
selected.145	crazy	crazy.s.05	1	adj	[crazy; wild; dotty; gaga] intensely enthusiastic about or preoccupied with (crazy about cars and racing | he is potty about her)
selected.146	creating	make.v.03	0	verb	[make; create] make or cause to be or to become (make a mess in one's office | create a furor)
selected.147	creating	create.v.02	1	verb	[create] bring into existence (The company was created 25 years ago | He created a new movement in painting)
selected.148	creating	create.v.03	0	verb	[create] pursue a creative activity; be engaged in a creative activity (Don't disturb him--he is creating)
selected.149	creating	create.v.04	1	verb	[create] invest with a new title, office, or rank (Create one a peer)
selected.150	creating	create.v.05	1	verb	[create; make] create by artistic means (create a poem | Schoenberg created twelve-tone music | Picasso created Cubism | Auden made verses)
selected.151	creating	produce.v.02	0	verb	[produce; make; create] create or manufacture a man-made product (We produce more cars than we can sell | The company has been making toys for two centuries)
selected.152	cultivated	cultivate.v.01	0	verb	[cultivate] foster the growth of ()
selected.153	cultivated	cultivate.v.02	0	verb	[cultivate; crop; work] prepare for crops (Work the soil | cultivate the land)
selected.154	cultivated	educate.v.03	1	verb	[educate; school; train; cultivate; civilize; civilise] teach or refine to be discriminative in taste or judgment (Cultivate your musical taste | Train your tastebuds | She is well schooled in poetry)
selected.155	cultivated	domesticate.v.01	0	verb	[domesticate; cultivate; naturalize; naturalise; tame] adapt (a wild plant or unclaimed land) to the environment (domesticate oats | tame the soil)
selected.156	cultivated	cultivated.a.01	0	adj	[cultivated] (of land or fields) prepared for raising crops by plowing or fertilizing (cultivated land)
selected.157	cultivated	cultivated.s.02	0	adj	[cultivated] no longer in the natural state; developed by human care and for human use (cultivated roses | cultivated blackberries)
selected.158	cultivated	civilized.s.02	1	adj	[civilized; civilised; cultivated; cultured; genteel; polite] marked by refinement in taste and manners (cultivated speech | cultured Bostonians | cultured tastes | a genteel old lady | polite society)
selected.159	defended	defend.v.01	1	verb	[defend; support; fend_for] argue or speak in defense of (She supported the motion to strike)
selected.160	defended	defend.v.02	0	verb	[defend] be on the defensive; act against an attack ()
selected.161	defended	defend.v.03	0	verb	[defend; guard; hold] protect against a challenge or attack (Hold that position behind the trees! | Hold the bridge against the enemy's attacks)
selected.162	defended	fight.v.02	1	verb	[fight; oppose; fight_back; fight_down; defend] fight against or resist strongly (The senator said he would oppose the bill | Don't fight it!)
selected.163	defended	champion.v.01		verb	[champion; defend] protect or fight for as a champion ()
selected.164	defended	defend.v.06	1	verb	[defend; represent] be the defense counsel for someone in a trial (Ms. Smith will represent the defendant)
selected.165	defended	maintain.v.08	1	verb	[maintain; defend] state or assert (He maintained his innocence)
selected.166	demolished	demolish.v.01	0	verb	[demolish; pulverize; pulverise] destroy completely (the wrecking ball demolished the building | demolish your enemies | pulverize the rebellion before it gets out of hand)
selected.167	demolished	crush.v.05	1	verb	[crush; smash; demolish] humiliate or depress completely (She was crushed by his refusal of her invitation | The death of her son smashed her)
selected.168	demolished	demolish.v.03	1	verb	[demolish; destroy] defeat soundly (The home team demolished the visitors)
selected.169	demolished	demolished.s.01	0	adj	[demolished; dismantled; razed] torn down and broken up ()
selected.170	depression	depression.n.01	1	noun	[depression] a mental state characterized by a pessimistic sense of inadequacy and a despondent lack of activity ()
selected.171	depression	depression.n.02	1	noun	[depression; slump; economic_crisis] a long-term economic state characterized by unemployment and low prices and low levels of trade and investment ()
selected.172	depression	natural_depression.n.01	0	noun	[natural_depression; depression] a sunken or depressed geological formation ()
selected.173	depression	depression.n.04	1	noun	[depression] sad feelings of gloom and inadequacy ()
selected.174	depression	low.n.01	1	noun	[low; depression] an air mass of lower pressure; often brings precipitation (a low moved in over night bringing sleet and snow)
selected.175	depression	depressive_disorder.n.01	1	noun	[depressive_disorder; clinical_depression; depression] a state of depression and anhedonia so severe as to require clinical intervention ()
selected.176	depression	depression.n.08	0	noun	[depression; impression; imprint] a concavity in a surface produced by pressing (he left the impression of his fingers in the soft mud)
selected.177	depression	depression.n.09	1	noun	[depression] angular distance below the horizon (especially of a celestial object) ()
selected.178	depression	depression.n.10	0	noun	[depression] pushing down (depression of the space bar on the typewriter)
selected.179	destroyed	destroy.v.01	0	verb	[destroy; destruct] do away with, cause the destruction or undoing of (The fire destroyed the house)
selected.180	destroyed	destroy.v.02	1	verb	[destroy; ruin] destroy completely; damage irreparably (You have ruined my car by pouring sugar in the tank! | The tears ruined her make-up)
selected.181	destroyed	demolish.v.03	1	verb	[demolish; destroy] defeat soundly (The home team demolished the visitors)
selected.182	destroyed	destroy.v.04	1	verb	[destroy; put_down] put (an animal) to death (The customs agents destroyed the dog that was found to be rabid | the sick cat had to be put down)
selected.183	destroyed	destroyed.a.01	0	adj	[destroyed] spoiled or ruined or demolished (war left many cities destroyed | Alzheimer's is responsible for her destroyed mind)
selected.184	destroyed	destroyed.s.02		adj	[destroyed; ruined] destroyed physically or morally ()
selected.185	devoured	devour.v.01	1	verb	[devour] destroy completely (Fire had devoured our home)
selected.186	devoured	devour.v.02	1	verb	[devour] enjoy avidly (She devoured his novels)
selected.187	devoured	devour.v.03	0	verb	[devour; down; consume; go_through] eat immoderately (Some people can down a pound of meat in the course of one meal)
selected.188	devoured	devour.v.04	0	verb	[devour; guttle; raven; pig] eat greedily (he devoured three sandwiches)
selected.189	drank	drink.v.01	0	verb	[drink; imbibe] take in liquids (The patient must drink several liters each day | The children like to drink soda)
selected.190	drank	drink.v.02	0	verb	[drink; booze; fuddle] consume alcohol (We were up drinking all night)
selected.191	drank	toast.v.02	0	verb	[toast; drink; pledge; salute; wassail] propose a toast to (Let us toast the birthday girl! | Let's drink to the New Year)
selected.192	drank	drink_in.v.01	1	verb	[drink_in; drink] be fascinated or spell-bound by; pay close attention to (The mother drinks in every word of her son on the stage)
selected.193	drank	drink.v.05	0	verb	[drink; tope] drink excessive amounts of alcohol; be an alcoholic (The husband drinks and beats his wife)
selected.194	dried	dry.v.01	0	verb	[dry; dry_out] remove the moisture from and make dry (dry clothes | dry hair)
selected.195	dried	dry.v.02	0	verb	[dry; dry_out] become dry or drier (The laundry dries in the sun)
selected.196	dried	dried.s.01	0	adj	[dried] not still wet (the ink has dried | a face marked with dried tears)
selected.197	dried	dried.s.02	0	adj	[dried; dehydrated; desiccated] preserved by removing natural moisture (dried beef | dried fruit | dehydrated eggs | shredded and desiccated coconut meat)
selected.198	drowning	submerge.v.02	1	verb	[submerge; drown; overwhelm] cover completely or make imperceptible (I was drowned in work | The noise drowned out her speech)
selected.199	drowning	drown.v.02	1	verb	[drown] get rid of as if by submerging (She drowned her trouble in alcohol)
selected.200	drowning	drown.v.03	0	verb	[drown] die from being submerged in water, getting water into the lungs, and asphyxiating (The child drowned in the lake)
selected.201	drowning	drown.v.04	0	verb	[drown] kill by submerging in water (He drowned the kittens)
selected.202	drowning	swim.v.04	0	verb	[swim; drown] be covered with or submerged in a liquid (the meat was swimming in a fatty gravy)
selected.203	enjoy	enjoy.v.01	0	verb	[enjoy; bask; relish; savor; savour] derive or receive pleasure from; get enjoyment from; take pleasure in (She relished her fame and basked in her glory)
selected.204	enjoy	enjoy.v.02	0	verb	[enjoy] have benefit from (enjoy privileges)
selected.205	enjoy	love.v.02	0	verb	[love; enjoy] get pleasure from (I love cooking)
selected.206	enjoy	enjoy.v.04	1	verb	[enjoy] have for one's benefit (The industry enjoyed a boom)
selected.207	enjoy	delight.v.02	0	verb	[delight; enjoy; revel] take delight in (he delights in his granddaughter)
selected.208	fighting	fight.n.02		noun	[fight; fighting; combat; scrap] the act of fighting; any contest or struggle (a fight broke out at the hockey game | there was fighting in the streets | the unhappy couple got into a terrible scrap)
selected.209	fighting	contend.v.06	0	verb	[contend; fight; struggle] be engaged in a fight; carry on a fight (the tribesmen fought each other | Siblings are always fighting | Militant groups are contending for control of the country)
selected.210	fighting	fight.v.02	1	verb	[fight; oppose; fight_back; fight_down; defend] fight against or resist strongly (The senator said he would oppose the bill | Don't fight it!)
selected.211	fighting	fight.v.03	1	verb	[fight; struggle] make a strenuous or labored effort (She struggled for years to survive without welfare | He fought for breath)
selected.212	fighting	crusade.v.01	1	verb	[crusade; fight; press; campaign; push; agitate] exert oneself continuously, vigorously, or obtrusively to gain an end or engage in a crusade for a certain cause or person; be an advocate for (The liberal party pushed for reforms | She is crusading for women's rights | The Dean is pushing for his favorite candidate)
selected.213	fighting	active.s.02	0	adj	[active; combat-ready; fighting] engaged in or ready for military or naval operations (on active duty | the platoon is combat-ready | review the fighting forces)
selected.214	fishing	fishing.n.01	0	noun	[fishing; sportfishing] the act of someone who fishes as a diversion ()
selected.215	fishing	fishing.n.02	0	noun	[fishing] the occupation of catching fish for a living ()
selected.216	fishing	fish.v.01	1	verb	[fish; angle] seek indirectly (fish for compliments)
selected.217	fishing	fish.v.02	0	verb	[fish] catch or try to catch fish or shellfish (I like to go fishing on weekends)
selected.218	flooded	deluge.v.01		verb	[deluge; flood; inundate; swamp] fill quickly beyond capacity; as with a liquid (the basement was inundated after the storm | The images flooded his mind)
